time,temperature_2m (°C),relative_humidity_2m (%),precipitation_probability (%),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),visibility (m),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_80m (km/h),wind_direction_10m (°),wind_direction_80m (°),temperature_80m (°C),temperature_120m (°C)
2024-08-25T10:00,18.6,69,0.0,0.0,0.0,1021.4,791.4,49,24140.0,0.67,4.3,5.1,48,45,16.8,16.2
2024-08-25T11:00,20.3,59,0.0,0.0,0.0,1020.2,791.6,33,24140.0,0.98,5.6,6.6,40,41,18.1,17.6
2024-08-25T12:00,22.2,50,0.0,0.0,0.0,1019.6,792.4,39,24140.0,1.34,5.6,6.8,27,25,19.8,19.3
2024-08-25T13:00,23.5,44,0.0,0.0,0.0,1017.8,791.8,60,24140.0,1.62,7.1,8.9,15,14,21.1,20.6
2024-08-25T14:00,24.5,40,0.0,0.0,0.0,1016.5,791.5,21,24140.0,1.85,8.1,10.2,32,32,22.1,21.5
2024-08-25T15:00,25.0,37,3.0,0.0,0.0,1014.7,790.4,52,24140.0,2.0,7.1,9.2,45,45,22.9,22.3
2024-08-25T16:00,25.1,35,10.0,0.0,0.0,1013.7,789.7,58,24140.0,2.08,8.0,10.6,63,62,23.5,23.0
2024-08-25T17:00,25.0,35,20.0,0.0,0.0,1013.3,789.3,61,24140.0,2.06,5.9,8.4,52,50,23.8,23.3
2024-08-25T18:00,22.9,42,30.0,0.0,0.0,1015.3,789.5,90,24000.0,1.63,16.3,28.7,346,348,22.0,21.5
2024-08-25T19:00,20.1,60,65.0,0.7,0.0,1017.6,789.4,100,24140.0,0.94,9.0,17.3,2,5,19.3,18.8
2024-08-25T20:00,18.9,70,70.0,1.0,0.1,1018.9,789.6,100,24140.0,0.66,5.1,7.1,278,300,18.2,17.7
2024-08-25T21:00,18.5,68,53.0,0.1,0.0,1020.3,790.4,100,24080.0,0.68,8.4,16.5,329,337,18.0,17.5
2024-08-25T22:00,17.1,73,40.0,0.4,0.0,1021.6,790.5,100,24140.0,0.53,8.4,15.6,329,334,16.5,16.1
2024-08-25T23:00,16.7,76,28.0,0.2,0.0,1022.0,790.6,100,24120.0,0.46,6.1,12.0,310,316,16.2,15.7
2024-08-26T00:00,16.7,76,13.0,0.0,0.0,1022.3,790.8,100,24140.0,0.46,6.2,11.8,324,329,16.0,15.5
2024-08-26T01:00,16.4,76,3.0,0.0,0.0,1021.9,790.3,100,24140.0,0.45,5.6,10.5,333,333,15.7,15.3
2024-08-26T02:00,16.1,77,0.0,0.0,0.0,1021.6,789.8,100,24140.0,0.42,4.0,7.4,333,337,15.5,15.0
2024-08-26T03:00,15.8,78,0.0,0.0,0.0,1020.9,789.1,100,24140.0,0.4,2.9,5.5,330,337,15.2,14.7
2024-08-26T04:00,15.6,79,0.0,0.0,0.0,1021.0,789.0,100,24140.0,0.37,3.2,5.5,333,337,14.9,14.4
2024-08-26T05:00,15.3,81,0.0,0.0,0.0,1021.0,788.8,100,24140.0,0.33,2.6,4.3,326,336,14.6,14.1
2024-08-26T06:00,15.1,82,0.0,0.0,0.0,1021.4,789.0,100,24140.0,0.31,2.3,4.2,321,340,14.4,14.0
2024-08-26T07:00,15.0,82,0.0,0.0,0.0,1021.9,789.3,91,24140.0,0.31,2.6,4.1,304,315,14.3,13.8
2024-08-26T08:00,15.5,80,0.0,0.0,0.0,1022.9,790.4,77,24140.0,0.35,3.3,3.7,354,349,14.4,13.9
2024-08-26T09:00,16.7,72,0.0,0.0,0.0,1022.9,791.3,63,24140.0,0.53,3.6,4.0,6,5,15.1,14.6
2024-08-26T10:00,18.4,64,0.0,0.0,0.0,1022.4,792.0,47,24140.0,0.76,4.0,4.4,10,9,16.4,15.9
2024-08-26T11:00,20.2,55,0.0,0.0,0.0,1021.0,792.1,43,24140.0,1.07,4.7,5.0,32,30,17.8,17.3
2024-08-26T12:00,21.9,49,0.0,0.0,0.0,1020.8,793.1,30,24140.0,1.34,7.2,8.5,37,36,19.3,18.7
2024-08-26T13:00,23.3,43,0.0,0.0,0.0,1019.0,792.6,8,24140.0,1.63,7.9,9.5,30,29,20.6,20.0
2024-08-26T14:00,24.2,39,0.0,0.0,0.0,1017.6,792.2,4,24140.0,1.85,8.0,10.0,27,26,21.8,21.2
2024-08-26T15:00,24.9,36,0.0,0.0,0.0,1015.6,791.1,59,24140.0,2.02,8.2,10.5,23,22,22.7,22.1
2024-08-26T16:00,25.3,34,0.0,0.0,0.0,1014.2,790.2,30,24140.0,2.13,6.4,8.7,27,24,23.4,22.9
2024-08-26T17:00,25.4,31,0.0,0.0,0.0,1013.2,789.5,39,24140.0,2.24,7.6,10.8,19,21,24.0,23.4
2024-08-26T18:00,24.5,34,3.0,0.0,0.0,1013.8,789.4,65,24140.0,2.03,10.4,18.4,14,17,23.8,23.3
2024-08-26T19:00,22.8,40,0.0,0.0,0.0,1015.4,789.5,79,24140.0,1.67,10.9,21.2,17,21,22.5,22.0
2024-08-26T20:00,20.3,58,0.0,0.0,0.0,1017.8,789.7,93,24140.0,1.0,11.8,22.8,12,16,19.8,19.4
2024-08-26T21:00,18.9,66,3.0,0.0,0.0,1019.7,790.3,57,24140.0,0.75,7.8,14.8,347,354,18.5,18.0
2024-08-26T22:00,17.9,71,0.0,0.0,0.0,1020.7,790.3,73,24140.0,0.6,8.1,14.4,315,323,17.3,16.9
2024-08-26T23:00,17.2,74,8.0,0.0,0.0,1021.2,790.3,85,24140.0,0.51,7.1,14.0,315,318,16.7,16.2
2024-08-27T00:00,16.7,78,13.0,0.0,0.0,1021.3,790.0,73,24140.0,0.42,5.6,11.3,333,338,16.1,15.7
2024-08-27T01:00,16.4,79,5.0,0.0,0.0,1021.0,789.6,80,24140.0,0.39,3.9,8.7,338,343,15.8,15.4
2024-08-27T02:00,16.3,79,3.0,0.0,0.0,1021.0,789.5,100,24140.0,0.39,3.9,7.5,338,343,15.6,15.1
2024-08-27T03:00,16.0,80,0.0,0.0,0.0,1020.3,788.7,100,24140.0,0.36,4.0,6.9,355,351,15.3,14.8
2024-08-27T04:00,15.8,82,0.0,0.0,0.0,1020.4,788.7,95,24140.0,0.32,3.3,5.1,354,352,15.0,14.5
2024-08-27T05:00,15.6,83,0.0,0.0,0.0,1020.1,788.3,91,24140.0,0.3,3.1,5.0,339,339,14.8,14.3
2024-08-27T06:00,15.3,84,0.0,0.0,0.0,1020.6,788.5,97,23620.0,0.28,3.3,5.4,354,356,14.5,14.0
2024-08-27T07:00,15.2,85,0.0,0.0,0.0,1021.1,788.8,100,24140.0,0.26,3.1,4.6,339,342,14.4,13.9
2024-08-27T08:00,15.6,83,0.0,0.0,0.0,1021.4,789.3,100,24140.0,0.3,4.0,5.2,333,335,14.5,14.0
2024-08-27T09:00,16.4,77,0.0,0.0,0.0,1021.4,789.9,100,24140.0,0.43,3.9,4.7,338,337,15.0,14.5
2024-08-27T10:00,17.9,69,0.0,0.0,0.0,1020.9,790.5,100,24140.0,0.64,3.6,4.3,360,360,16.1,15.6
2024-08-27T11:00,19.6,61,0.0,0.0,0.0,1020.0,790.9,100,24140.0,0.89,4.3,4.7,5,4,17.5,17.0
2024-08-27T12:00,22.1,50,0.0,0.0,0.0,1018.9,791.8,20,24140.0,1.33,8.1,9.6,13,13,19.5,19.0
2024-08-27T13:00,23.5,45,0.0,0.0,0.0,1016.9,791.2,32,24140.0,1.6,6.8,8.3,18,18,20.8,20.3
2024-08-27T14:00,24.4,40,10.0,0.0,0.0,1015.2,790.4,65,23980.0,1.83,7.5,8.8,35,35,21.9,21.4
2024-08-27T15:00,24.5,39,13.0,0.1,0.0,1014.2,789.7,100,23520.0,1.88,8.2,10.3,38,36,22.2,21.6
2024-08-27T16:00,24.1,41,23.0,0.1,0.0,1013.6,788.9,100,24140.0,1.77,6.6,8.4,41,40,22.2,21.7
2024-08-27T17:00,23.9,41,28.0,0.0,0.0,1013.8,789.0,100,24000.0,1.76,6.0,8.1,33,32,22.5,22.0
2024-08-27T18:00,20.8,56,43.0,0.4,0.0,1015.9,788.6,100,21660.0,1.08,4.7,6.5,4,3,19.9,19.4
2024-08-27T19:00,19.0,68,65.0,0.6,0.0,1017.8,788.8,100,12480.0,0.7,3.3,4.8,13,13,18.1,17.7
2024-08-27T20:00,18.2,75,60.0,0.7,0.0,1018.7,789.0,100,12800.0,0.52,4.2,6.0,290,295,17.5,17.1
2024-08-27T21:00,17.9,79,58.0,1.1,0.0,1019.7,789.6,100,24040.0,0.43,4.0,6.7,297,306,17.3,16.8
2024-08-27T22:00,17.4,80,60.0,0.6,0.0,1020.5,789.8,100,23520.0,0.4,6.1,11.3,315,323,16.8,16.3
2024-08-27T23:00,16.8,78,55.0,0.0,0.0,1020.7,789.6,100,21680.0,0.42,5.9,11.2,322,327,16.3,15.9
2024-08-28T00:00,16.5,76,40.0,0.0,0.0,1020.6,789.3,98,23760.0,0.45,6.2,11.6,324,330,15.9,15.4
2024-08-28T01:00,16.2,78,23.0,0.0,0.0,1020.4,789.0,92,24060.0,0.41,5.8,10.0,330,334,15.5,15.0
2024-08-28T02:00,15.8,80,15.0,0.0,0.0,1020.3,788.6,92,24140.0,0.36,4.8,8.7,333,336,15.2,14.7
2024-08-28T03:00,15.5,82,3.0,0.0,0.0,1020.0,788.2,89,24000.0,0.32,3.8,6.7,343,344,14.9,14.4
2024-08-28T04:00,15.3,82,0.0,0.0,0.0,1019.8,787.9,95,24140.0,0.31,3.1,4.9,339,343,14.6,14.1
2024-08-28T05:00,15.1,83,0.0,0.0,0.0,1019.8,787.7,85,24140.0,0.29,2.5,4.0,8,5,14.4,13.9
2024-08-28T06:00,15.1,82,0.0,0.0,0.0,1020.3,788.2,75,24140.0,0.31,2.9,4.3,353,355,14.4,13.9
2024-08-28T07:00,15.0,83,0.0,0.0,0.0,1020.6,788.3,70,24140.0,0.29,2.6,3.7,344,349,14.2,13.7
2024-08-28T08:00,15.5,81,0.0,0.0,0.0,1021.4,789.3,73,24140.0,0.34,3.0,3.7,346,349,14.4,13.9
2024-08-28T09:00,16.6,74,0.0,0.0,0.0,1021.4,790.0,75,24140.0,0.49,3.2,3.7,27,29,15.2,14.7
2024-08-28T10:00,18.1,68,0.0,0.0,0.0,1021.2,790.9,52,24140.0,0.67,4.3,4.8,48,48,16.3,15.8
2024-08-28T11:00,20.0,58,0.0,0.0,0.0,1019.8,791.1,31,24140.0,0.99,4.7,5.2,58,56,17.8,17.3
2024-08-28T12:00,22.3,51,0.0,0.0,0.0,1017.7,791.0,64,24140.0,1.32,4.7,5.5,67,67,19.8,19.3
2024-08-28T13:00,23.4,46,3.0,0.0,0.0,1016.1,790.4,86,21280.0,1.55,4.0,4.7,85,86,21.0,20.4
2024-08-28T14:00,23.8,44,5.0,0.0,0.0,1014.9,789.8,96,20680.0,1.66,5.0,5.8,90,94,21.5,20.9
2024-08-28T15:00,23.8,46,20.0,0.2,0.0,1014.1,789.1,81,20540.0,1.59,8.0,9.4,95,97,21.7,21.1
2024-08-28T16:00,23.8,49,25.0,0.0,0.0,1013.5,788.7,57,20620.0,1.51,7.7,9.5,101,101,21.9,21.4
2024-08-28T17:00,23.5,48,20.0,0.0,0.0,1013.2,788.3,100,12540.0,1.51,6.2,7.8,111,112,22.0,21.5
2024-08-28T18:00,22.0,57,43.0,0.3,0.0,1014.1,788.0,100,10560.0,1.14,7.9,11.7,47,47,21.0,20.5
2024-08-28T19:00,19.5,69,80.0,1.1,0.0,1015.8,787.7,100,8600.0,0.71,7.6,11.9,355,360,18.7,18.2
2024-08-28T20:00,18.7,75,80.0,0.9,0.0,1016.7,787.8,91,8200.0,0.54,4.5,7.9,299,317,18.1,17.8
2024-08-28T21:00,18.4,78,80.0,0.5,0.0,1018.4,788.9,78,9580.0,0.47,3.3,5.6,276,297,18.0,17.7
2024-08-28T22:00,18.1,77,83.0,0.8,0.0,1019.6,789.6,100,7060.0,0.48,4.6,9.4,315,328,17.5,17.1
2024-08-28T23:00,17.3,81,78.0,0.0,0.0,1020.0,789.4,54,8160.0,0.38,4.2,7.9,301,317,16.9,16.4
2024-08-29T00:00,17.0,82,55.0,0.0,0.0,1020.0,789.2,84,5600.0,0.35,3.4,4.7,252,274,16.3,15.9
2024-08-29T01:00,16.6,83,28.0,0.5,0.0,1019.6,788.6,89,5500.0,0.32,2.3,3.0,231,256,16.0,15.5
2024-08-29T02:00,16.4,84,28.0,0.6,0.0,1019.7,788.6,86,10980.0,0.3,1.5,2.5,256,262,15.7,15.3
2024-08-29T03:00,16.2,85,30.0,0.1,0.0,1019.5,788.3,66,24140.0,0.28,0.8,1.1,297,288,15.5,15.1
2024-08-29T04:00,16.0,87,18.0,0.0,0.0,1019.3,788.0,63,24140.0,0.24,1.1,1.4,360,360,15.4,15.0
2024-08-29T05:00,15.9,89,13.0,0.0,0.0,1019.3,787.9,72,24140.0,0.2,0.5,1.6,45,27,15.2,14.9
2024-08-29T06:00,16.1,87,5.0,0.0,0.0,1019.5,788.2,52,24140.0,0.24,0.8,1.8,243,233,15.8,15.3
2024-08-29T07:00,15.9,87,0.0,0.0,0.0,1019.9,788.4,63,24140.0,0.24,3.1,4.1,234,225,15.9,15.4
2024-08-29T08:00,17.1,81,0.0,0.0,0.0,1020.2,789.4,74,24140.0,0.37,1.3,1.1,56,108,16.2,15.8
2024-08-29T09:00,18.3,76,0.0,0.0,0.0,1020.4,790.4,86,24140.0,0.51,5.6,6.4,63,63,16.8,16.3
2024-08-29T10:00,20.0,66,0.0,0.0,0.0,1019.8,791.1,61,24140.0,0.8,5.2,5.5,65,67,18.0,17.5
2024-08-29T11:00,21.8,55,0.0,0.0,0.0,1018.6,791.4,37,24140.0,1.18,4.7,5.5,58,58,19.6,19.0
2024-08-29T12:00,23.3,50,0.0,0.0,0.0,1017.6,791.5,20,24140.0,1.43,5.6,6.4,50,52,20.8,20.2
2024-08-29T13:00,24.7,43,0.0,0.0,0.0,1015.3,790.7,12,24140.0,1.77,6.1,6.9,45,43,22.1,21.5
2024-08-29T14:00,25.5,38,3.0,0.0,0.0,1014.0,790.2,55,24140.0,2.03,8.1,9.2,69,69,23.1,22.5
2024-08-29T15:00,25.5,40,5.0,0.0,0.0,1012.9,789.3,90,24140.0,1.96,9.5,11.7,79,79,23.3,22.8
2024-08-29T16:00,24.5,49,40.0,0.1,0.0,1012.9,788.7,97,24140.0,1.57,9.7,11.9,92,92,22.6,22.1
2024-08-29T17:00,21.2,70,65.0,5.6,0.0,1014.6,787.8,100,23980.0,0.76,12.9,19.7,60,62,19.8,19.3
2024-08-29T18:00,20.6,72,90.0,4.8,0.0,1015.1,787.8,100,24140.0,0.68,5.4,7.9,42,51,19.6,19.1
2024-08-29T19:00,19.9,75,100.0,2.7,0.0,1016.6,788.5,100,24100.0,0.58,5.9,7.7,317,319,19.1,18.6
2024-08-29T20:00,18.8,78,98.0,6.0,0.0,1017.8,788.7,100,8000.0,0.48,7.7,11.9,332,331,18.1,17.7
2024-08-29T21:00,18.3,80,95.0,2.5,0.0,1019.5,789.7,100,6100.0,0.42,7.0,12.3,325,328,17.6,17.2
2024-08-29T22:00,17.8,81,98.0,0.7,0.0,1020.3,790.0,100,7140.0,0.39,5.6,10.2,333,337,17.2,16.7
2024-08-29T23:00,17.4,82,85.0,0.1,0.0,1020.4,789.8,100,4900.0,0.36,3.4,5.9,302,313,16.8,16.3
2024-08-30T00:00,17.1,83,73.0,1.0,0.0,1020.1,789.3,100,3380.0,0.33,2.5,3.6,225,225,16.3,15.8
2024-08-30T01:00,16.9,84,70.0,0.0,0.0,1019.6,788.8,100,5660.0,0.31,1.8,3.4,217,212,16.2,15.7
2024-08-30T02:00,16.8,85,58.0,0.3,0.0,1019.4,788.6,100,24140.0,0.29,1.1,0.8,18,27,16.1,15.6
2024-08-30T03:00,16.5,89,48.0,0.1,0.0,1019.2,788.2,100,24140.0,0.21,1.9,1.9,22,22,15.9,15.5
2024-08-30T04:00,16.1,91,20.0,0.5,0.1,1018.7,787.6,100,24140.0,0.17,2.3,3.1,39,45,15.5,15.1
2024-08-30T05:00,15.7,93,8.0,0.8,0.0,1018.7,787.3,100,24140.0,0.12,3.3,4.6,49,51,15.0,14.6
2024-08-30T06:00,15.4,94,5.0,0.2,0.0,1019.3,787.6,100,24140.0,0.11,2.3,3.9,51,56,14.8,14.4
2024-08-30T07:00,15.4,95,3.0,0.3,0.0,1019.6,787.8,100,24140.0,0.09,0.8,1.8,27,53,14.7,14.3
2024-08-30T08:00,16.3,88,3.0,0.0,0.0,1020.5,789.1,65,24140.0,0.22,2.3,2.3,39,39,15.2,14.8
2024-08-30T09:00,18.0,79,0.0,0.0,0.0,1020.3,790.1,56,24140.0,0.43,4.3,4.3,48,48,16.4,15.9
2024-08-30T10:00,19.6,69,0.0,0.0,0.0,1019.8,790.8,50,24140.0,0.71,5.9,6.9,47,47,17.8,17.3
2024-08-30T11:00,21.6,58,0.0,0.0,0.0,1018.6,791.2,56,24140.0,1.08,7.7,8.7,49,48,19.3,18.7
2024-08-30T12:00,23.3,50,3.0,0.0,0.0,1017.8,791.7,62,24140.0,1.43,7.0,8.1,35,32,20.7,20.2
2024-08-30T13:00,24.5,44,5.0,0.0,0.0,1015.8,790.9,23,24140.0,1.72,5.2,6.0,25,25,21.9,21.4
2024-08-30T14:00,25.3,39,8.0,0.0,0.0,1014.2,790.2,13,24140.0,1.97,6.0,7.1,25,24,23.0,22.4
2024-08-30T15:00,25.2,38,15.0,0.0,0.0,1013.3,789.4,63,23980.0,1.99,9.8,11.9,36,35,23.2,22.7
2024-08-30T16:00,25.2,38,48.0,0.0,0.0,1012.8,789.1,86,24140.0,1.99,8.2,10.8,29,30,23.4,22.8
2024-08-30T17:00,19.9,72,60.0,2.0,0.0,1016.3,788.3,100,23380.0,0.65,13.0,20.3,34,33,18.4,17.8
2024-08-30T18:00,20.7,70,83.0,0.3,0.0,1016.0,788.6,100,3520.0,0.73,5.0,8.2,339,345,19.6,19.2
2024-08-30T19:00,19.6,74,73.0,3.3,0.0,1016.9,788.6,100,3940.0,0.6,5.7,8.7,288,294,18.8,18.3
2024-08-30T20:00,19.0,74,70.0,1.0,0.0,1018.3,789.3,100,14840.0,0.57,4.7,7.9,302,309,18.3,17.8
2024-08-30T21:00,18.7,76,75.0,0.6,0.0,1019.0,789.6,100,7640.0,0.52,3.4,6.3,328,336,18.0,17.5
2024-08-30T22:00,18.3,79,68.0,0.0,0.0,1019.6,789.8,100,22800.0,0.44,4.0,6.6,280,292,17.7,17.2
2024-08-30T23:00,17.8,83,55.0,0.0,0.0,1019.4,789.3,100,23660.0,0.35,3.5,5.8,246,270,17.3,16.9
2024-08-31T00:00,17.6,81,38.0,1.5,0.0,1019.7,789.4,100,20740.0,0.38,2.2,3.7,261,259,17.0,16.5
2024-08-31T01:00,17.3,82,33.0,0.6,0.0,1019.4,788.9,100,23960.0,0.36,1.6,3.1,297,291,16.6,16.1
2024-08-31T02:00,16.9,84,23.0,0.4,0.0,1019.4,788.7,100,7620.0,0.31,2.2,3.0,351,346,16.2,15.8
2024-08-31T03:00,16.3,86,15.0,1.6,0.0,1019.0,788.0,100,14760.0,0.26,2.7,3.1,23,21,15.6,15.1
2024-08-31T04:00,15.8,89,5.0,1.2,0.0,1018.7,787.4,100,21100.0,0.2,2.6,3.3,16,13,15.0,14.5
2024-08-31T05:00,15.6,91,0.0,0.1,0.0,1018.3,786.9,82,24080.0,0.16,1.6,1.9,27,22,14.9,14.4
2024-08-31T06:00,15.5,92,0.0,0.0,0.0,1018.4,787.0,58,24140.0,0.14,1.3,0.7,34,360,15.0,14.6
2024-08-31T07:00,15.5,92,0.0,0.0,0.0,1019.1,787.5,73,24140.0,0.14,0.4,0.0,360,180,14.8,14.4
2024-08-31T08:00,16.5,85,0.0,0.0,0.0,1020.1,788.9,75,24140.0,0.28,2.7,3.1,23,21,15.4,14.9
2024-08-31T09:00,17.9,79,0.0,0.0,0.0,1020.0,789.8,54,24140.0,0.43,5.6,6.6,45,45,16.4,15.8
2024-08-31T10:00,19.9,66,0.0,0.0,0.0,1019.3,790.6,44,24140.0,0.79,5.6,6.1,50,50,17.9,17.3
2024-08-31T11:00,21.9,55,0.0,0.0,0.0,1017.7,790.7,31,22320.0,1.18,6.4,7.4,47,47,19.4,18.9
2024-08-31T12:00,23.2,50,0.0,0.0,0.0,1016.5,790.6,26,24140.0,1.43,6.7,7.7,36,37,20.6,20.0
2024-08-31T13:00,24.9,41,3.0,0.0,0.0,1014.5,790.2,8,24140.0,1.86,9.0,10.9,29,27,22.1,21.5
2024-08-31T14:00,25.7,36,0.0,0.0,0.0,1012.9,789.4,47,24140.0,2.11,11.4,14.5,35,35,23.1,22.6
2024-08-31T15:00,25.3,38,15.0,0.0,0.0,1011.7,788.2,100,24140.0,2.0,11.0,13.9,67,65,23.1,22.5
2024-08-31T16:00,24.5,42,40.0,0.1,0.0,1010.9,787.1,100,24140.0,1.79,9.1,12.0,108,106,22.8,22.3
2024-08-31T17:00,23.9,46,48.0,0.1,0.0,1010.4,786.4,100,18000.0,1.61,7.5,9.9,145,147,22.5,22.0
2024-08-31T18:00,23.1,51,70.0,0.6,0.0,1011.6,786.8,100,21080.0,1.39,5.1,7.9,98,106,22.2,21.7
2024-08-31T19:00,20.0,73,95.0,1.3,0.1,1014.3,786.8,100,7220.0,0.63,9.3,14.4,28,32,19.0,18.5
2024-08-31T20:00,18.6,80,98.0,4.9,0.2,1015.8,787.1,100,12680.0,0.43,3.7,5.2,11,16,17.8,17.3
2024-08-31T21:00,18.3,81,88.0,2.1,0.0,1016.9,787.7,100,23500.0,0.4,2.6,2.8,326,310,17.6,17.1
2024-08-31T22:00,18.0,83,78.0,0.8,0.0,1017.6,788.0,100,23440.0,0.35,4.7,6.2,351,350,17.3,16.8
2024-08-31T23:00,17.4,86,43.0,2.1,0.0,1018.1,788.0,100,23580.0,0.28,3.7,5.6,331,333,16.7,16.3
2024-09-01T00:00,17.3,83,40.0,2.4,0.0,1018.3,788.1,100,23540.0,0.34,3.9,5.5,326,328,16.6,16.1
2024-09-01T01:00,16.7,84,48.0,1.2,0.0,1018.1,787.5,100,24080.0,0.3,4.2,6.0,329,327,15.9,15.5
2024-09-01T02:00,16.4,84,53.0,0.8,0.0,1018.2,787.4,100,23600.0,0.3,4.3,6.9,336,332,15.7,15.2
2024-09-01T03:00,16.2,84,30.0,0.7,0.0,1017.9,787.1,100,24140.0,0.3,4.0,6.1,360,357,15.5,15.0
2024-09-01T04:00,16.1,85,28.0,0.3,0.0,1017.7,786.8,100,24140.0,0.27,2.9,4.0,360,360,15.3,14.9
2024-09-01T05:00,16.0,85,15.0,0.0,0.0,1017.5,786.6,98,24140.0,0.27,2.1,2.9,31,30,15.3,14.8
2024-09-01T06:00,15.9,85,8.0,0.0,0.0,1017.8,786.7,97,24140.0,0.27,2.2,3.8,9,17,15.3,14.8
2024-09-01T07:00,15.9,85,10.0,0.0,0.0,1018.3,787.1,79,24140.0,0.27,1.9,3.3,338,347,15.2,14.7
2024-09-01T08:00,16.6,81,5.0,0.0,0.0,1018.7,787.9,75,24140.0,0.36,2.9,3.6,7,360,15.5,15.0
2024-09-01T09:00,17.9,73,0.0,0.0,0.0,1018.4,788.6,50,24140.0,0.56,4.3,4.6,42,39,16.4,15.9
2024-09-01T10:00,19.8,63,0.0,0.0,0.0,1017.4,789.1,54,24140.0,0.85,4.7,5.5,58,58,17.8,17.2
2024-09-01T11:00,21.8,53,0.0,0.0,0.0,1016.3,789.6,51,24140.0,1.23,6.6,7.2,61,63,19.4,18.9
2024-09-01T12:00,23.6,46,3.0,0.0,0.0,1015.2,789.9,16,22040.0,1.58,8.5,10.0,36,38,20.9,20.4
2024-09-01T13:00,24.9,41,0.0,0.0,0.0,1013.4,789.3,12,21180.0,1.86,9.2,11.3,31,31,22.2,21.6
2024-09-01T14:00,25.5,37,10.0,0.0,0.0,1012.1,788.7,83,24000.0,2.06,9.9,12.0,46,46,23.2,22.7
2024-09-01T15:00,25.3,39,25.0,0.0,0.0,1011.3,787.9,98,24140.0,1.97,10.9,13.9,81,80,23.3,22.8
2024-09-01T16:00,24.9,43,33.0,0.1,0.0,1010.7,787.2,100,23980.0,1.8,6.6,8.1,112,111,23.1,22.5
2024-09-01T17:00,24.5,44,35.0,0.1,0.0,1010.1,786.5,100,24000.0,1.72,6.3,7.7,149,152,23.1,22.5
2024-09-01T18:00,23.7,48,53.0,0.1,0.0,1010.8,786.5,95,24000.0,1.52,3.6,5.5,143,157,22.7,22.2
2024-09-01T19:00,21.1,60,78.0,0.4,0.0,1012.5,786.2,100,24020.0,1.0,7.9,10.6,30,35,20.3,19.8
2024-09-01T20:00,19.0,77,83.0,0.7,0.0,1015.1,786.7,100,24020.0,0.51,10.1,14.8,2,6,18.0,17.6
2024-09-01T21:00,18.4,81,80.0,1.6,0.0,1016.4,787.4,100,12940.0,0.4,5.8,9.7,353,358,17.6,17.1
2024-09-01T22:00,18.3,80,65.0,0.0,0.0,1017.2,787.9,100,11120.0,0.42,5.0,8.7,330,336,17.6,17.2
2024-09-01T23:00,17.7,80,55.0,0.1,0.0,1017.3,787.6,100,17100.0,0.41,5.2,8.4,304,310,17.0,16.6
2024-09-02T00:00,17.1,82,63.0,0.1,0.0,1017.2,787.1,100,10220.0,0.35,4.9,7.7,306,311,16.3,15.8
2024-09-02T01:00,16.7,84,55.0,0.2,0.0,1017.2,786.9,85,11340.0,0.31,3.9,5.5,292,293,15.9,15.5
2024-09-02T02:00,16.6,84,43.0,0.0,0.0,1017.0,786.6,85,24120.0,0.3,3.8,5.6,311,310,15.8,15.3
2024-09-02T03:00,16.4,86,15.0,0.0,0.0,1016.9,786.4,86,17880.0,0.26,3.5,5.3,336,332,15.7,15.2
2024-09-02T04:00,16.2,87,3.0,0.4,0.0,1016.6,786.0,97,20400.0,0.24,3.3,4.8,347,347,15.4,15.0
2024-09-02T05:00,15.9,88,3.0,0.0,0.0,1016.6,785.8,80,24140.0,0.22,2.5,4.0,352,350,15.2,14.8
2024-09-02T06:00,16.0,88,0.0,0.0,0.0,1017.1,786.3,82,24140.0,0.22,2.3,4.3,309,312,15.3,14.8
2024-09-02T07:00,16.0,88,0.0,0.0,0.0,1017.2,786.3,76,24000.0,0.22,1.9,2.9,292,300,15.2,14.8
2024-09-02T08:00,16.7,84,0.0,0.0,0.0,1018.1,787.5,59,23520.0,0.31,1.5,1.5,14,14,15.7,15.2
2024-09-02T09:00,18.2,77,0.0,0.0,0.0,1017.9,788.4,64,15700.0,0.48,3.8,4.1,73,75,16.7,16.2
2024-09-02T10:00,20.2,65,0.0,0.0,0.0,1017.3,789.3,46,21660.0,0.83,5.2,5.6,74,75,18.2,17.7
2024-09-02T11:00,22.2,54,0.0,0.0,0.0,1015.7,789.4,48,21160.0,1.24,6.0,6.8,65,65,19.9,19.3
2024-09-02T12:00,23.6,49,0.0,0.0,0.0,1015.1,789.8,38,20820.0,1.49,5.5,6.1,58,62,21.2,20.7
2024-09-02T13:00,24.7,43,0.0,0.0,0.0,1013.4,789.2,33,20620.0,1.77,7.6,8.7,59,60,22.4,21.8
2024-09-02T14:00,24.9,42,0.0,0.1,0.0,1012.5,788.6,100,20640.0,1.83,12.2,15.1,62,62,22.6,22.1
2024-09-02T15:00,25.1,44,23.0,0.0,0.0,1011.6,788.1,100,23960.0,1.79,10.8,13.0,88,88,22.9,22.3
2024-09-02T16:00,24.7,46,38.0,0.0,0.0,1011.1,787.4,100,23960.0,1.68,9.3,11.4,106,108,22.8,22.2
2024-09-02T17:00,24.2,46,18.0,0.0,0.0,1011.0,787.0,100,23340.0,1.63,8.9,11.8,137,140,22.7,22.2
